provider,job_id,backend,status,created_at,started_at,ended_at,runtime_ms,shots,session_id,input_format,n_qubits,depth,n_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,measure_ops,gate_counts_json,qiskit_framework,critical_path_length,connected_components,num_cliffords,num_non_cliffords,num_parameters,circuit_metrics_json
ibmq,d5bvitfp3tbc73auh5fg,ibm_boston,Completed,2026-01-02 16:59:33.900469+00:00,2026-01-02 16:59:34.669855+00:00,2026-01-02 17:03:49.274883+00:00,254605.028,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bvgv0nsj9s73b91rfg,ibm_boston,Completed,2026-01-02 16:55:24.685298+00:00,2026-01-02 16:55:25.857724+00:00,2026-01-02 16:59:31.599768+00:00,245742.044,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bvf0jht8fs73a72f9g,ibm_boston,Completed,2026-01-02 16:51:14.720705+00:00,2026-01-02 16:51:15.548627+00:00,2026-01-02 16:55:22.560345+00:00,247011.718,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bvd28nsj9s73b91nk0,ibm_boston,Completed,2026-01-02 16:47:05.252709+00:00,2026-01-02 16:47:05.976540+00:00,2026-01-02 16:51:12.615205+00:00,246638.665,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bvb3np3tbc73augtrg,ibm_boston,Completed,2026-01-02 16:42:54.705357+00:00,2026-01-02 16:42:55.354109+00:00,2026-01-02 16:47:03.574806+00:00,248220.69700000001,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bv94bht8fs73a729g0,ibm_boston,Completed,2026-01-02 16:38:41.734761+00:00,2026-01-02 16:38:42.492073+00:00,2026-01-02 16:42:52.449780+00:00,249957.707,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bv75np3tbc73augqa0,ibm_boston,Completed,2026-01-02 16:34:30.272590+00:00,2026-01-02 16:34:31.373283+00:00,2026-01-02 16:38:38.578604+00:00,247205.321,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bv56hsmlfc739mssbg,ibm_boston,Completed,2026-01-02 16:30:19.409135+00:00,2026-01-02 16:30:20.122222+00:00,2026-01-02 16:34:28.346034+00:00,248223.812,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bv381smlfc739msqk0,ibm_boston,Completed,2026-01-02 16:26:09.555527+00:00,2026-01-02 16:26:10.396123+00:00,2026-01-02 16:30:16.553813+00:00,246157.69,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bv191smlfc739msos0,ibm_boston,Completed,2026-01-02 16:21:56.419006+00:00,2026-01-02 16:21:57.160223+00:00,2026-01-02 16:26:06.529646+00:00,249369.423,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5buvaonsj9s73b91am0,ibm_boston,Completed,2026-01-02 16:17:47.178279+00:00,2026-01-02 16:17:48.484592+00:00,2026-01-02 16:21:54.650097+00:00,246165.505,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5butb0nsj9s73b918rg,ibm_boston,Completed,2026-01-02 16:13:32.922997+00:00,2026-01-02 16:13:33.777708+00:00,2026-01-02 16:17:45.290143+00:00,251512.435,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bur8np3tbc73augfjg,ibm_boston,Completed,2026-01-02 16:09:06.997358+00:00,2026-01-02 16:09:08.126001+00:00,2026-01-02 16:13:30.436863+00:00,262310.86199999996,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bupafp3tbc73augdpg,ibm_boston,Completed,2026-01-02 16:04:57.733793+00:00,2026-01-02 16:04:58.098886+00:00,2026-01-02 16:09:04.875870+00:00,246776.984,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5buncgnsj9s73b913f0,ibm_boston,Completed,2026-01-02 16:00:50.148263+00:00,2026-01-02 16:00:50.860270+00:00,2026-01-02 16:04:55.835002+00:00,244974.732,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bulebht8fs73a71nkg,ibm_boston,Completed,2026-01-02 15:56:41.862250+00:00,2026-01-02 15:56:42.302516+00:00,2026-01-02 16:00:48.292928+00:00,245990.41199999998,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5buje9smlfc739mscfg,ibm_boston,Completed,2026-01-02 15:52:25.722529+00:00,2026-01-02 15:52:26.570237+00:00,2026-01-02 15:56:39.493072+00:00,252922.835,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5buhb9smlfc739msakg,ibm_boston,Completed,2026-01-02 15:47:57.288052+00:00,2026-01-02 15:47:58.304804+00:00,2026-01-02 15:52:23.920401+00:00,265615.59699999995,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bufd3ht8fs73a71i60,ibm_boston,Completed,2026-01-02 15:43:48.338360+00:00,2026-01-02 15:43:49.400211+00:00,2026-01-02 15:47:55.447795+00:00,246047.584,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bude1smlfc739ms73g,ibm_boston,Completed,2026-01-02 15:39:36.687000+00:00,2026-01-02 15:39:37.686502+00:00,2026-01-02 15:43:46.090718+00:00,248404.216,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bubfrht8fs73a71ekg,ibm_boston,Completed,2026-01-02 15:35:27.956808+00:00,2026-01-02 15:35:28.776123+00:00,2026-01-02 15:39:34.939510+00:00,246163.387,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bu9gonsj9s73b90mhg,ibm_boston,Completed,2026-01-02 15:31:15.915396+00:00,2026-01-02 15:31:16.518562+00:00,2026-01-02 15:35:26.080365+00:00,249561.80299999999,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bu7ivp3tbc73auftn0,ibm_boston,Completed,2026-01-02 15:27:07.435540+00:00,2026-01-02 15:27:08.145430+00:00,2026-01-02 15:31:13.852347+00:00,245706.91700000002,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bu5ionsj9s73b90is0,ibm_boston,Completed,2026-01-02 15:22:51.644099+00:00,2026-01-02 15:22:52.992999+00:00,2026-01-02 15:27:05.722687+00:00,252729.68800000002,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bu3k9smlfc739mru4g,ibm_boston,Completed,2026-01-02 15:18:41.237184+00:00,2026-01-02 15:18:42.012294+00:00,2026-01-02 15:22:49.702355+00:00,247690.061,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bu1ljht8fs73a715lg,ibm_boston,Completed,2026-01-02 15:14:31.608250+00:00,2026-01-02 15:14:32.366760+00:00,2026-01-02 15:18:38.677247+00:00,246310.487,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btvn8nsj9s73b90dm0,ibm_boston,Completed,2026-01-02 15:10:21.144724+00:00,2026-01-02 15:10:22.303990+00:00,2026-01-02 15:14:28.130546+00:00,245826.556,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bttojht8fs73a71260,ibm_boston,Completed,2026-01-02 15:06:10.394132+00:00,2026-01-02 15:06:12.292906+00:00,2026-01-02 15:10:18.660362+00:00,246367.456,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btrivp3tbc73aufiv0,ibm_boston,Completed,2026-01-02 15:01:31.110170+00:00,2026-01-02 15:01:31.529941+00:00,2026-01-02 15:06:08.546747+00:00,277016.806,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btpkfp3tbc73aufh80,ibm_boston,Completed,2026-01-02 14:57:21.084376+00:00,2026-01-02 14:57:21.841054+00:00,2026-01-02 15:01:27.982645+00:00,246141.59100000001,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btnl9smlfc739mrjg0,ibm_boston,Completed,2026-01-02 14:53:09.400978+00:00,2026-01-02 14:53:10.323427+00:00,2026-01-02 14:57:19.030450+00:00,248707.023,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btlg0nsj9s73b9045g,ibm_boston,Completed,2026-01-02 14:48:32.565057+00:00,2026-01-02 14:48:33.595680+00:00,2026-01-02 14:53:06.524601+00:00,272928.92100000003,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btjg3ht8fs73a70opg,ibm_boston,Completed,2026-01-02 14:44:16.084163+00:00,2026-01-02 14:44:16.866534+00:00,2026-01-02 14:48:30.216530+00:00,253349.996,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bthe0nsj9s73b900ag,ibm_boston,Completed,2026-01-02 14:39:52.896359+00:00,2026-01-02 14:39:53.817130+00:00,2026-01-02 14:44:14.419614+00:00,260602.484,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btfa8nsj9s73b8vud0,ibm_boston,Completed,2026-01-02 14:35:21.620232+00:00,2026-01-02 14:35:22.377617+00:00,2026-01-02 14:39:51.215688+00:00,268838.071,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btdbvp3tbc73auf60g,ibm_boston,Completed,2026-01-02 14:31:11.786778+00:00,2026-01-02 14:31:12.757670+00:00,2026-01-02 14:35:19.825672+00:00,247068.002,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5btbcfp3tbc73auf470,ibm_boston,Completed,2026-01-02 14:26:57.278421+00:00,2026-01-02 14:26:58.372260+00:00,2026-01-02 14:31:09.713491+00:00,251341.231,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bt9d1smlfc739mr6fg,ibm_boston,Completed,2026-01-02 14:22:44.845172+00:00,2026-01-02 14:22:46.089293+00:00,2026-01-02 14:26:55.553289+00:00,249463.996,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bt7e8nsj9s73b8vn40,ibm_boston,Completed,2026-01-02 14:18:33.168381+00:00,2026-01-02 14:18:33.603295+00:00,2026-01-02 14:22:42.759820+00:00,249156.525,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bt65bht8fs73a70cqg,ibm_miami,Cancelled,2026-01-02 14:15:49.461819+00:00,2026-01-02 14:15:50.041892+00:00,2026-01-02 14:17:20.115815+00:00,90073.923,,,runtime_inputs,120,23102,36207,27997,8210,1,12,"{""sx"": 14735, ""rz"": 13165, ""cz"": 8210, ""x"": 85, ""measure"": 12, ""barrier"": 1}",qiskit,23102,1,23043,13165,4,"{""framework"": ""qiskit"", ""critical_path_length"": 23102, ""connected_components"": 1, ""num_cliffords"": 23043, ""num_non_cliffords"": 13165, ""num_parameters"": 4}"
ibmq,d5bt5fvp3tbc73aueuug,ibm_boston,Completed,2026-01-02 14:14:23.897658+00:00,2026-01-02 14:14:25.106521+00:00,2026-01-02 14:18:30.985312+00:00,245878.791,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bt3h7p3tbc73auet60,ibm_boston,Completed,2026-01-02 14:10:14.144211+00:00,2026-01-02 14:10:14.829576+00:00,2026-01-02 14:14:21.490634+00:00,246661.058,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bt2pjht8fs73a709p0,ibm_miami,Completed,2026-01-02 14:08:38.802898+00:00,2026-01-02 14:08:39.881617+00:00,2026-01-02 14:15:47.533745+00:00,427652.128,,,runtime_inputs,120,23102,36207,27997,8210,1,12,"{""sx"": 14735, ""rz"": 13165, ""cz"": 8210, ""x"": 85, ""measure"": 12, ""barrier"": 1}",qiskit,23102,1,23043,13165,4,"{""framework"": ""qiskit"", ""critical_path_length"": 23102, ""connected_components"": 1, ""num_cliffords"": 23043, ""num_non_cliffords"": 13165, ""num_parameters"": 4}"
ibmq,d5bt1ihsmlfc739mqvh0,ibm_boston,Completed,2026-01-02 14:06:02.496368+00:00,2026-01-02 14:06:03.287196+00:00,2026-01-02 14:10:11.202215+00:00,247915.019,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bsvkbht8fs73a706sg,ibm_boston,Completed,2026-01-02 14:01:53.299642+00:00,2026-01-02 14:01:53.755106+00:00,2026-01-02 14:06:00.788738+00:00,247033.632,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bsve1smlfc739mqtkg,ibm_miami,Completed,2026-01-02 14:01:29.441717+00:00,2026-01-02 14:01:30.450619+00:00,2026-01-02 14:08:37.241965+00:00,426791.34599999996,,,runtime_inputs,120,23102,36207,27997,8210,1,12,"{""sx"": 14735, ""rz"": 13165, ""cz"": 8210, ""x"": 85, ""measure"": 12, ""barrier"": 1}",qiskit,23102,1,23043,13165,4,"{""framework"": ""qiskit"", ""critical_path_length"": 23102, ""connected_components"": 1, ""num_cliffords"": 23043, ""num_non_cliffords"": 13165, ""num_parameters"": 4}"
ibmq,d5bstlvp3tbc73aueo0g,ibm_boston,Completed,2026-01-02 13:57:43.970407+00:00,2026-01-02 13:57:44.664406+00:00,2026-01-02 14:01:51.531663+00:00,246867.25699999998,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bss1gnsj9s73b8vcqg,ibm_miami,Completed,2026-01-02 13:54:14.142564+00:00,2026-01-02 13:54:14.772224+00:00,2026-01-02 14:01:26.688766+00:00,431916.542,,,runtime_inputs,120,23102,36207,27997,8210,1,12,"{""sx"": 14735, ""rz"": 13165, ""cz"": 8210, ""x"": 85, ""measure"": 12, ""barrier"": 1}",qiskit,23102,1,23043,13165,4,"{""framework"": ""qiskit"", ""critical_path_length"": 23102, ""connected_components"": 1, ""num_cliffords"": 23043, ""num_non_cliffords"": 13165, ""num_parameters"": 4}"
