provider,job_id,backend,status,created_at,started_at,ended_at,runtime_ms,shots,session_id,input_format,n_qubits,depth,n_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,measure_ops,gate_counts_json,qiskit_framework,critical_path_length,connected_components,num_cliffords,num_non_cliffords,num_parameters,circuit_metrics_json
ibmq,d6gs9gf3o3rs73ca7rvg,ibm_pittsburgh,Completed,2026-02-27 16:22:25.947875+00:00,2026-02-27 16:22:27.438992+00:00,2026-02-27 16:23:01.235840+00:00,33796.848,,,runtime_inputs,156,429,4701,3976,725,1,24,"{""sx"": 2178, ""rz"": 1747, ""cz"": 725, ""x"": 27, ""measure"": 24, ""barrier"": 1}",qiskit,429,1,2955,1747,0,"{""framework"": ""qiskit"", ""critical_path_length"": 429, ""connected_components"": 1, ""num_cliffords"": 2955, ""num_non_cliffords"": 1747, ""num_parameters"": 0}"
ibmq,d6gs95v3o3rs73ca7rk0,ibm_pittsburgh,Completed,2026-02-27 16:21:43.168578+00:00,2026-02-27 16:21:44.719749+00:00,2026-02-27 16:22:17.872375+00:00,33152.626,,,runtime_inputs,156,254,2897,2465,432,1,24,"{""sx"": 1338, ""rz"": 1083, ""cz"": 432, ""measure"": 24, ""x"": 20, ""barrier"": 1}",qiskit,254,1,1815,1083,0,"{""framework"": ""qiskit"", ""critical_path_length"": 254, ""connected_components"": 1, ""num_cliffords"": 1815, ""num_non_cliffords"": 1083, ""num_parameters"": 0}"
ibmq,d6grp2e48nic73am8230,ibm_pittsburgh,Completed,2026-02-27 15:47:21.730304+00:00,2026-02-27 15:47:22.846443+00:00,2026-02-27 15:48:22.787617+00:00,59941.174,,,runtime_inputs,156,390,4470,3793,677,1,24,"{""sx"": 2060, ""rz"": 1682, ""cz"": 677, ""x"": 27, ""measure"": 24, ""barrier"": 1}",qiskit,390,1,2789,1682,0,"{""framework"": ""qiskit"", ""critical_path_length"": 390, ""connected_components"": 1, ""num_cliffords"": 2789, ""num_non_cliffords"": 1682, ""num_parameters"": 0}"
ibmq,d6gr05hkeb2s73bdqbl0,ibm_pittsburgh,Completed,2026-02-27 14:54:14.632562+00:00,2026-02-27 14:54:15.433222+00:00,2026-02-27 14:54:50.813197+00:00,35379.975,,,runtime_inputs,156,2,18,18,0,1,10,"{""measure"": 10, ""x"": 8, ""barrier"": 1}",qiskit,2,1,19,0,0,"{""framework"": ""qiskit"", ""critical_path_length"": 2, ""connected_components"": 1, ""num_cliffords"": 19, ""num_non_cliffords"": 0, ""num_parameters"": 0}"
ibmq,d6g7buekeflc73ah3fdg,ibm_fez,Completed,2026-02-26 16:34:02.003603+00:00,2026-02-26 16:52:41.631415+00:00,2026-02-26 16:55:02.710349+00:00,141078.934,,,runtime_inputs,156,473,4735,4012,723,1,24,"{""sx"": 2195, ""rz"": 1765, ""cz"": 723, ""x"": 28, ""measure"": 24, ""barrier"": 1}",qiskit,473,1,2971,1765,0,"{""framework"": ""qiskit"", ""critical_path_length"": 473, ""connected_components"": 1, ""num_cliffords"": 2971, ""num_non_cliffords"": 1765, ""num_parameters"": 0}"
ibmq,d6g6716keflc73ah22kg,ibm_fez,Completed,2026-02-26 15:15:16.612005+00:00,2026-02-26 15:21:03.872661+00:00,2026-02-26 15:22:01.892170+00:00,58019.509,,,runtime_inputs,156,394,4682,3975,707,1,24,"{""sx"": 2165, ""rz"": 1764, ""cz"": 707, ""measure"": 24, ""x"": 22, ""barrier"": 1}",qiskit,394,1,2919,1764,0,"{""framework"": ""qiskit"", ""critical_path_length"": 394, ""connected_components"": 1, ""num_cliffords"": 2919, ""num_non_cliffords"": 1764, ""num_parameters"": 0}"
ibmq,d6fhd8p54hss73bc5vt0,ibm_pittsburgh,Completed,2026-02-25 15:34:59.504842+00:00,2026-02-25 20:27:56.785120+00:00,2026-02-25 20:33:49.145951+00:00,352360.831,,,runtime_inputs,156,57,151,125,26,1,4,"{""sx"": 66, ""rz"": 53, ""cz"": 26, ""measure"": 4, ""x"": 2, ""barrier"": 1}",qiskit,57,1,99,53,0,"{""framework"": ""qiskit"", ""critical_path_length"": 57, ""connected_components"": 1, ""num_cliffords"": 99, ""num_non_cliffords"": 53, ""num_parameters"": 0}"
ibmq,d6fhd3vg4t5c73892k6g,ibm_fez,Completed,2026-02-25 15:34:39.100565+00:00,2026-02-25 15:34:44.210300+00:00,2026-02-25 15:35:22.593781+00:00,38383.481,,,runtime_inputs,156,56,149,123,26,1,4,"{""sx"": 65, ""rz"": 52, ""cz"": 26, ""measure"": 4, ""x"": 2, ""barrier"": 1}",qiskit,56,1,98,52,0,"{""framework"": ""qiskit"", ""critical_path_length"": 56, ""connected_components"": 1, ""num_cliffords"": 98, ""num_non_cliffords"": 52, ""num_parameters"": 0}"
ibmq,d6fgq2h7ce2c73fk33s0,ibm_fez,Completed,2026-02-25 14:54:02.336578+00:00,2026-02-25 15:29:07.184940+00:00,2026-02-25 15:29:42.956388+00:00,35771.448,,,runtime_inputs,156,582,16003,14127,1876,1,52,"{""sx"": 7060, ""rz"": 6980, ""cz"": 1876, ""measure"": 52, ""x"": 35, ""barrier"": 1}",qiskit,582,1,9024,6980,0,"{""framework"": ""qiskit"", ""critical_path_length"": 582, ""connected_components"": 1, ""num_cliffords"": 9024, ""num_non_cliffords"": 6980, ""num_parameters"": 0}"
ibmq,d6fglevg4t5c73891mj0,ibm_pittsburgh,Completed,2026-02-25 14:44:11.859798+00:00,2026-02-25 14:44:13.020911+00:00,2026-02-25 14:44:47.973828+00:00,34952.917,,,runtime_inputs,156,582,16003,14127,1876,1,52,"{""sx"": 7060, ""rz"": 6980, ""cz"": 1876, ""measure"": 52, ""x"": 35, ""barrier"": 1}",qiskit,582,1,9024,6980,0,"{""framework"": ""qiskit"", ""critical_path_length"": 582, ""connected_components"": 1, ""num_cliffords"": 9024, ""num_non_cliffords"": 6980, ""num_parameters"": 0}"
ibmq,d6et4ccnsg9c739d1lo0,ibm_torino,Completed,2026-02-24 16:30:42.002110+00:00,2026-02-24 16:30:43.071156+00:00,2026-02-24 16:30:46.669489+00:00,3598.3329999999996,,,runtime_inputs,133,64,124,109,15,0,16,"{""rz"": 62, ""sx"": 31, ""measure"": 16, ""cz"": 15}",qiskit,64,1,62,62,0,"{""framework"": ""qiskit"", ""critical_path_length"": 64, ""connected_components"": 1, ""num_cliffords"": 62, ""num_non_cliffords"": 62, ""num_parameters"": 0}"
ibmq,d6ess6fg4t5c7388ao1g,ibm_torino,Completed,2026-02-24 16:13:13.339776+00:00,2026-02-24 16:13:14.117214+00:00,2026-02-24 16:13:17.737204+00:00,3619.9900000000002,,,runtime_inputs,133,64,124,109,15,0,16,"{""rz"": 62, ""sx"": 31, ""measure"": 16, ""cz"": 15}",qiskit,64,1,62,62,0,"{""framework"": ""qiskit"", ""critical_path_length"": 64, ""connected_components"": 1, ""num_cliffords"": 62, ""num_non_cliffords"": 62, ""num_parameters"": 0}"
ibmq,d6esng7g4t5c7388aj20,ibm_torino,Completed,2026-02-24 16:03:12.972763+00:00,2026-02-24 16:03:25.340948+00:00,2026-02-24 16:03:47.419419+00:00,22078.471,,,runtime_inputs,133,64,124,109,15,0,16,"{""rz"": 62, ""sx"": 31, ""measure"": 16, ""cz"": 15}",qiskit,64,1,62,62,0,"{""framework"": ""qiskit"", ""critical_path_length"": 64, ""connected_components"": 1, ""num_cliffords"": 62, ""num_non_cliffords"": 62, ""num_parameters"": 0}"
ibmq,d6alltp7ce2c73fee490,ibm_torino,Completed,2026-02-18 06:23:51.615068+00:00,2026-02-18 10:55:45.120757+00:00,2026-02-18 10:55:55.654066+00:00,10533.309,,,runtime_inputs,133,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d6al0797ce2c73fede20,ibm_torino,Cancelled,2026-02-18 05:37:33.669768+00:00,,2026-02-18 05:55:34.475485+00:00,1988.574269,,,runtime_inputs,133,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d69qf0hd1ejc73c7u3i0,ibm_torino,Completed,2026-02-16 23:25:54.433026+00:00,2026-02-16 23:25:55.156868+00:00,2026-02-16 23:25:58.186231+00:00,3029.363,,,runtime_inputs,133,216,369,301,68,0,16,"{""sx"": 143, ""rz"": 142, ""cz"": 68, ""measure"": 16}",qiskit,216,1,227,142,0,"{""framework"": ""qiskit"", ""critical_path_length"": 216, ""connected_components"": 1, ""num_cliffords"": 227, ""num_non_cliffords"": 142, ""num_parameters"": 0}"
ibmq,d69p761d1ejc73c7snp0,ibm_torino,Completed,2026-02-16 22:00:56.413806+00:00,2026-02-16 22:00:57.672492+00:00,2026-02-16 22:01:01.684208+00:00,4011.716,,,runtime_inputs,133,223,375,304,71,0,16,"{""sx"": 149, ""rz"": 139, ""cz"": 71, ""measure"": 16}",qiskit,223,1,236,139,0,"{""framework"": ""qiskit"", ""critical_path_length"": 223, ""connected_components"": 1, ""num_cliffords"": 236, ""num_non_cliffords"": 139, ""num_parameters"": 0}"
ibmq,d692pghv6o8c73d7brjg,ibm_torino,Completed,2026-02-15 20:29:54.507261+00:00,2026-02-15 20:29:55.573606+00:00,2026-02-15 20:30:02.227026+00:00,6653.42,,,runtime_inputs,133,223,375,304,71,0,16,"{""sx"": 149, ""rz"": 139, ""cz"": 71, ""measure"": 16}",qiskit,223,1,236,139,0,"{""framework"": ""qiskit"", ""critical_path_length"": 223, ""connected_components"": 1, ""num_cliffords"": 236, ""num_non_cliffords"": 139, ""num_parameters"": 0}"
ibmq,d692i81v6o8c73d7bj6g,ibm_torino,Completed,2026-02-15 20:14:24.550465+00:00,2026-02-15 20:14:25.820131+00:00,2026-02-15 20:14:29.013731+00:00,3193.6,,,runtime_inputs,133,217,375,304,71,0,16,"{""sx"": 149, ""rz"": 139, ""cz"": 71, ""measure"": 16}",qiskit,217,1,236,139,0,"{""framework"": ""qiskit"", ""critical_path_length"": 217, ""connected_components"": 1, ""num_cliffords"": 236, ""num_non_cliffords"": 139, ""num_parameters"": 0}"
ibmq,d6924dje4kfs73d3msag,ibm_torino,Completed,2026-02-15 19:44:54.636665+00:00,2026-02-15 19:44:55.739812+00:00,2026-02-15 19:52:32.527650+00:00,456787.83800000005,,,runtime_inputs,133,211,375,304,71,0,16,"{""sx"": 149, ""rz"": 139, ""cz"": 71, ""measure"": 16}",qiskit,211,1,236,139,0,"{""framework"": ""qiskit"", ""critical_path_length"": 211, ""connected_components"": 1, ""num_cliffords"": 236, ""num_non_cliffords"": 139, ""num_parameters"": 0}"
ibmq,d691sulbujdc73d1m9pg,ibm_torino,Completed,2026-02-15 19:28:58.889926+00:00,2026-02-15 19:29:00.089728+00:00,2026-02-15 19:29:03.595212+00:00,3505.484,,,runtime_inputs,133,217,375,304,71,0,16,"{""sx"": 149, ""rz"": 139, ""cz"": 71, ""measure"": 16}",qiskit,217,1,236,139,0,"{""framework"": ""qiskit"", ""critical_path_length"": 217, ""connected_components"": 1, ""num_cliffords"": 236, ""num_non_cliffords"": 139, ""num_parameters"": 0}"
ibmq,d6699t3e4kfs73d0dkl0,ibm_pittsburgh,Completed,2026-02-11 14:40:52.652080+00:00,2026-02-11 14:40:53.639125+00:00,2026-02-11 14:41:11.589368+00:00,17950.243000000002,,,runtime_inputs,156,5,8,8,0,1,4,"{""measure"": 4, ""sx"": 2, ""rz"": 2, ""barrier"": 1}",qiskit,5,1,7,2,0,"{""framework"": ""qiskit"", ""critical_path_length"": 5, ""connected_components"": 1, ""num_cliffords"": 7, ""num_non_cliffords"": 2, ""num_parameters"": 0}"
ibmq,d64fah3traac73bico6g,ibm_torino,Completed,2026-02-08 20:42:44.449124+00:00,2026-02-08 20:42:45.481376+00:00,2026-02-08 20:42:49.284909+00:00,3803.533,,,runtime_inputs,133,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d64e7ivs6ggc73fj0cog,ibm_torino,Completed,2026-02-08 19:28:11.545282+00:00,2026-02-08 19:28:12.282733+00:00,2026-02-08 19:28:15.452146+00:00,3169.413,,,runtime_inputs,133,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d64dlhbc4tus73ffls00,ibm_torino,Completed,2026-02-08 18:49:41.865075+00:00,2026-02-08 18:49:42.852816+00:00,2026-02-08 18:49:46.631304+00:00,3778.488,,,runtime_inputs,133,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d64d94jc4tus73ffl7gg,ibm_torino,Completed,2026-02-08 18:23:14.318771+00:00,2026-02-08 18:23:15.079574+00:00,2026-02-08 18:23:35.536794+00:00,20457.22,,,runtime_inputs,133,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d634p0jtraac73bgr33g,ibm_torino,Completed,2026-02-06 20:18:11.006566+00:00,2026-02-06 20:18:11.864611+00:00,2026-02-06 20:18:15.205578+00:00,3340.967,,,runtime_inputs,133,64,124,109,15,0,16,"{""rz"": 62, ""sx"": 31, ""measure"": 16, ""cz"": 15}",qiskit,64,1,62,62,0,"{""framework"": ""qiskit"", ""critical_path_length"": 64, ""connected_components"": 1, ""num_cliffords"": 62, ""num_non_cliffords"": 62, ""num_parameters"": 0}"
ibmq,d61psojtraac73bf9jqg,ibm_pittsburgh,Completed,2026-02-04 19:30:42.564679+00:00,2026-02-04 19:30:43.313725+00:00,2026-02-04 19:30:48.175987+00:00,4862.262000000001,,,runtime_inputs,156,5,13,13,0,1,4,"{""rz"": 4, ""measure"": 4, ""sx"": 3, ""x"": 2, ""barrier"": 1}",qiskit,5,1,10,4,0,"{""framework"": ""qiskit"", ""critical_path_length"": 5, ""connected_components"": 1, ""num_cliffords"": 10, ""num_non_cliffords"": 4, ""num_parameters"": 0}"
ibmq,d61pi4btraac73bf9710,ibm_pittsburgh,Completed,2026-02-04 19:08:01.933034+00:00,2026-02-04 19:08:03.044817+00:00,2026-02-04 19:08:08.004345+00:00,4959.527999999999,,,runtime_inputs,156,5,13,13,0,1,4,"{""rz"": 4, ""measure"": 4, ""sx"": 3, ""x"": 2, ""barrier"": 1}",qiskit,5,1,10,4,0,"{""framework"": ""qiskit"", ""critical_path_length"": 5, ""connected_components"": 1, ""num_cliffords"": 10, ""num_non_cliffords"": 4, ""num_parameters"": 0}"
ibmq,d61mur3traac73bf5ru0,ibm_pittsburgh,Completed,2026-02-04 16:10:20.664086+00:00,2026-02-04 16:10:21.384152+00:00,2026-02-04 16:10:25.951488+00:00,4567.336,,,runtime_inputs,156,5,13,13,0,1,4,"{""rz"": 4, ""measure"": 4, ""sx"": 3, ""x"": 2, ""barrier"": 1}",qiskit,5,1,10,4,0,"{""framework"": ""qiskit"", ""critical_path_length"": 5, ""connected_components"": 1, ""num_cliffords"": 10, ""num_non_cliffords"": 4, ""num_parameters"": 0}"
ibmq,d61mu33c4tus73fcf52g,ibm_pittsburgh,Completed,2026-02-04 16:08:44.980403+00:00,2026-02-04 16:08:45.521784+00:00,2026-02-04 16:08:59.434068+00:00,13912.284,,,runtime_inputs,156,5,13,13,0,1,4,"{""rz"": 4, ""measure"": 4, ""sx"": 3, ""x"": 2, ""barrier"": 1}",qiskit,5,1,10,4,0,"{""framework"": ""qiskit"", ""critical_path_length"": 5, ""connected_components"": 1, ""num_cliffords"": 10, ""num_non_cliffords"": 4, ""num_parameters"": 0}"
ibmq,d61lfcns6ggc73ffoo20,ibm_miami,Completed,2026-02-04 14:29:07.044028+00:00,2026-02-04 14:29:07.633528+00:00,2026-02-04 14:29:15.067078+00:00,7433.55,,,runtime_inputs,120,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d5v3dit7fc0s73atie50,ibm_miami,Cancelled,2026-01-31 17:07:23.654690+00:00,,2026-01-31 17:47:07.963075+00:00,2253.568504,,,runtime_inputs,120,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d5v3acabju6s73bbd5bg,ibm_miami,Cancelled,2026-01-31 17:00:33.456259+00:00,,2026-01-31 17:01:04.967475+00:00,2187.006238,,37c76e2a-7a4a-4299-9e17-2f596546dc80,runtime_inputs,120,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d5v36f57fc0s73ati690,ibm_miami,Cancelled,2026-01-31 16:52:12.743594+00:00,,2026-01-31 17:01:02.200977+00:00,2187.006238,,ebbe4f61-0384-48e9-bc71-1151bd2ad1fc,runtime_inputs,120,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d5uo5c4bmr9c739ohc2g,ibm_miami,Failed,2026-01-31 04:18:57.217850+00:00,,2026-01-31 04:18:57.666601+00:00,4064.091405,,,runtime_inputs,120,32,60,53,7,0,8,"{""rz"": 30, ""sx"": 15, ""measure"": 8, ""cz"": 7}",qiskit,32,1,30,30,0,"{""framework"": ""qiskit"", ""critical_path_length"": 32, ""connected_components"": 1, ""num_cliffords"": 30, ""num_non_cliffords"": 30, ""num_parameters"": 0}"
ibmq,d5bvqr3ht8fs73a72q80,ibm_boston,Completed,2026-01-02 17:16:28.939700+00:00,2026-01-02 17:16:29.346666+00:00,2026-01-02 17:20:15.359030+00:00,226012.364,,,runtime_inputs,156,22477,36780,27453,9327,1,12,"{""sx"": 16768, ""rz"": 10535, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,22477,1,26246,10535,0,"{""framework"": ""qiskit"", ""critical_path_length"": 22477, ""connected_components"": 1, ""num_cliffords"": 26246, ""num_non_cliffords"": 10535, ""num_parameters"": 0}"
ibmq,d5bvot3ht8fs73a72ofg,ibm_boston,Completed,2026-01-02 17:12:20.274799+00:00,2026-01-02 17:12:21.288959+00:00,2026-01-02 17:16:27.259274+00:00,245970.315,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bvmugnsj9s73b92170,ibm_boston,Completed,2026-01-02 17:08:10.459000+00:00,2026-01-02 17:08:11.286910+00:00,2026-01-02 17:12:17.096220+00:00,245809.31,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
ibmq,d5bvktvp3tbc73auh7d0,ibm_boston,Completed,2026-01-02 17:03:51.295113+00:00,2026-01-02 17:03:52.014789+00:00,2026-01-02 17:08:08.574401+00:00,256559.61200000002,,,runtime_inputs,156,24559,39487,30160,9327,1,12,"{""sx"": 16771, ""rz"": 13239, ""cz"": 9327, ""x"": 138, ""measure"": 12, ""barrier"": 1}",qiskit,24559,1,26249,13239,4,"{""framework"": ""qiskit"", ""critical_path_length"": 24559, ""connected_components"": 1, ""num_cliffords"": 26249, ""num_non_cliffords"": 13239, ""num_parameters"": 4}"
