filename,arg_benchmark_name,arg_number_of_qubits,arg_simulator_type,arg_sub_backend,arg_device,arg_run_mode,arg_number_of_iterations,arg_optimization_level,timestamp,slurm_num_nodes,slurm_num_cpus,slurm_num_tasks,slurm_cluster,slurm_account,algo_depth,algo_width,algo_num_qubits,algo_num_clbits,algo_num_ops,algo_num_2q_gates,algo_num_cliffords,algo_num_non_cliffords,algo_critical_path_length,algo_connected_components,algo_num_parameters,algo_shots,algo_gate_measure,algo_gate_cx,algo_gate_h,transpile_opt_level,hw_circ_depth,hw_circ_width,hw_circ_num_ops,hw_circ_num_2q_gates,hw_circ_swaps,hw_circ_connected_components,hw_circ_connectivity_degree_max,hw_circ_connectivity_degree_avg,hw_gate_cz,hw_gate_measure,hw_gate_rz,hw_gate_sx,be_backend_name,be_backend_type,be_backend_is_simulator,exec_openmp_num_threads,exec_mpi_rank,exec_mpi_size,exec_transpile_time,depth_ratio,twoq_ratio,hw_gate_cx,hw_gate_h,algo_gate_rz,algo_gate_cz,algo_gate_s,algo_gate_swap,algo_gate_rx,hw_gate_x,arg_qasm_file,algo_gate_cu,algo_gate_ccx,algo_gate_cp,algo_gate_u2,algo_gate_ry,algo_gate_p,algo_gate_barrier,hw_gate_barrier,hw_gate_rx,algo_gate_reset,hw_gate_reset,hw_gate_gpi2,hw_gate_ms,hw_gate_gpi,hw_gate_ry
ghz_nq20_ibmq_ibm_miami_CPU_sync_itrs1_opt1_20260503T000114Z.json,ghz,20,ibmq,ibm_miami,CPU,sync,1,1.0,2026-05-03T00:01:14.867792Z,1,112,1,frontier,gen006,21,20,20.0,20,40,19,20,20,21,1,0,,20,19.0,1.0,1.0,80.0,120.0,156.0,19.0,0.0,101.0,2.0,0.31666666666666665,19.0,20.0,78.0,39.0,,hardware,False,1.0,0.0,1.0,1.0890995603986084,3.8095238095238093,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq20_ibmq_ibm_miami_CPU_sync_itrs1_opt2_20260416T164819Z.json,ghz,20,ibmq,ibm_miami,CPU,sync,1,2.0,2026-04-16T16:48:19.115550Z,1,112,1,frontier,gen006,21,20,20.0,20,40,19,20,20,21,1,0,,20,19.0,1.0,2.0,61.0,120.0,137.0,19.0,0.0,101.0,2.0,0.31666666666666665,19.0,20.0,59.0,39.0,ibm_miami,hardware,False,1.0,0.0,1.0,1.241314424900338,2.9047619047619047,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq20_ibmq_ibm_miami_CPU_sync_itrs1_opt2_20260503T000135Z.json,ghz,20,ibmq,ibm_miami,CPU,sync,1,2.0,2026-05-03T00:01:35.727537Z,1,112,1,frontier,gen006,21,20,20.0,20,40,19,20,20,21,1,0,,20,19.0,1.0,2.0,61.0,120.0,137.0,19.0,0.0,101.0,2.0,0.31666666666666665,19.0,20.0,59.0,39.0,,hardware,False,1.0,0.0,1.0,1.0610175440087914,2.9047619047619047,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq20_ibmq_ibm_miami_CPU_sync_itrs1_opt3_20260416T164821Z.json,ghz,20,ibmq,ibm_miami,CPU,sync,1,3.0,2026-04-16T16:48:21.249283Z,1,112,1,frontier,gen006,21,20,20.0,20,40,19,20,20,21,1,0,,20,19.0,1.0,3.0,61.0,120.0,137.0,19.0,0.0,101.0,2.0,0.31666666666666665,19.0,20.0,59.0,39.0,ibm_miami,hardware,False,1.0,0.0,1.0,4.976212466019206,2.9047619047619047,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq20_ibmq_ibm_miami_CPU_sync_itrs1_opt3_20260503T000149Z.json,ghz,20,ibmq,ibm_miami,CPU,sync,1,3.0,2026-05-03T00:01:49.025218Z,1,112,1,frontier,gen006,21,20,20.0,20,40,19,20,20,21,1,0,,20,19.0,1.0,3.0,61.0,120.0,137.0,19.0,0.0,101.0,2.0,0.31666666666666665,19.0,20.0,59.0,39.0,,hardware,False,1.0,0.0,1.0,4.709974881727248,2.9047619047619047,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq20_nwqsim_MPI_CPU_sync_itrs1_opt0_20260419T035855Z.json,ghz,20,nwqsim,MPI,CPU,sync,1,0.0,2026-04-19T03:58:55.771781Z,1,112,1,frontier,gen006,21,20,,20,40,19,20,20,21,1,0,,20,19.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq23_ibmq_ibm_boston_CPU_sync_itrs1_opt0_20260503T024409Z.json,ghz,23,ibmq,ibm_boston,CPU,sync,1,0.0,2026-05-03T02:44:09.297174Z,1,112,1,frontier,gen006,24,23,23.0,23,46,22,23,23,24,1,0,,23,22.0,1.0,0.0,224.0,156.0,558.0,148.0,0.0,121.0,3.0,0.44871794871794873,148.0,23.0,90.0,297.0,,hardware,False,1.0,0.0,1.0,1.0820444258861244,9.333333333333334,6.7272727272727275,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq23_ibmq_ibm_boston_CPU_sync_itrs1_opt1_20260503T024416Z.json,ghz,23,ibmq,ibm_boston,CPU,sync,1,1.0,2026-05-03T02:44:16.015332Z,1,112,1,frontier,gen006,24,23,23.0,23,46,22,23,23,24,1,0,,23,22.0,1.0,1.0,92.0,156.0,180.0,22.0,0.0,134.0,2.0,0.28205128205128205,22.0,23.0,90.0,45.0,,hardware,False,1.0,0.0,1.0,1.1371484869159758,3.8333333333333335,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq23_ibmq_ibm_boston_CPU_sync_itrs1_opt3_20260503T024410Z.json,ghz,23,ibmq,ibm_boston,CPU,sync,1,3.0,2026-05-03T02:44:10.844878Z,1,112,1,frontier,gen006,24,23,23.0,23,46,22,23,23,24,1,0,,23,22.0,1.0,3.0,70.0,156.0,158.0,22.0,0.0,134.0,2.0,0.28205128205128205,22.0,23.0,68.0,45.0,,hardware,False,1.0,0.0,1.0,2.648604915011674,2.9166666666666665,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ghz_nq23_ibmq_ibm_miami_CPU_sync_itrs1_opt0_20260416T195413Z.json,ghz,23,ibmq,ibm_miami,CPU,sync,1,0.0,2026-04-16T19:54:13.571936Z,1,112,1,frontier,gen006,24,23,23.0,23,46,22,23,23,24,1,0,,23,22.0,1.0,0.0,194.0,120.0,414.0,100.0,0.0,97.0,3.0,0.38333333333333336,100.0,23.0,90.0,201.0,ibm_miami,hardware,False,1.0,0.0,1.0,1.0823385189287364,8.083333333333334,4.545454545454546,,,,,,,,,,,,,,,,,,,,,,,,
