benchmark,size,backend,sub_backend,device,run_mode,n_nodes,n_processes,runtime_ms,n_qubits,depth,width,n_clbits,n_ops,n_gates,n_parameters,n_connected_components,n_measure_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,four_qubit_gates,num_separable_circuits,num_tensor_factors,num_serial_layers,qc_width_total,num_registers,num_cregs,num_ancillas,idle_wires,global_phase,dag_size_ops,dag_edge_count,longest_path_len,num_control_flow_ops,num_barriers,num_distinct_twoq_pairs,touch_min,touch_max,touch_avg,clifford_count,nonclifford_count,measure_fraction,total_gate_params,avg_gate_params,std_gate_params,min_gate_params,max_gate_params,num_controlled_gates,num_unitary_factors,dag_duration,qc_duration,gate_barrier,gate_ccx,gate_cp,gate_cu,gate_cx,gate_cz,gate_h,gate_measure,gate_p,gate_rx,gate_ry,gate_rz,gate_s,gate_swap,gate_u2,job_id,status,created_at,started_at,ended_at,measure_ops,critical_path_length,connected_components,num_cliffords,num_non_cliffords,num_parameters,gate_counts_json,circuit_metrics_json
ham,20,qiskitaer,automatic,CPU,sync,1,8,8615.10419845581,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qiskitaer,automatic,CPU,sync,2,8,7926.851749420166,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qiskitaer,automatic,CPU,sync,2,8,6533.492803573608,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qiskitaer,automatic,CPU,sync,2,8,7557.575225830078,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qiskitaer,automatic,CPU,sync,2,8,7926.851749420166,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qiskitaer,automatic,CPU,sync,2,8,6533.492803573608,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qiskitaer,automatic,CPU,sync,2,8,7557.575225830078,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,ionq,simulator,CPU,sync,1,8,5126.427412033081,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,ionq,simulator,CPU,sync,1,8,5139.648914337158,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,ionq,simulator,CPU,sync,1,8,4981.040716171265,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,ionq,simulator,CPU,sync,1,8,5126.427412033081,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,ionq,simulator,CPU,sync,1,8,5139.648914337158,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,ionq,simulator,CPU,sync,1,8,4981.040716171265,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,2,8,23483.885288238525,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,2,8,21663.217544555664,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,2,8,21148.746728897095,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,2,8,23483.885288238525,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,2,8,21663.217544555664,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,2,8,21148.746728897095,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,1,8,24157.469749450684,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,1,8,23240.11993408203,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,1,8,24776.28779411316,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,1,8,24157.469749450684,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,1,8,23240.11993408203,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,qtensor,numpy,CPU,sync,1,8,24776.28779411316,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,nwqsim,MPI,CPU,sync,2,8,892.7037715911865,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,nwqsim,MPI,CPU,sync,2,8,540.0099754333496,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,nwqsim,MPI,CPU,sync,2,8,551.0838031768799,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,nwqsim,MPI,CPU,sync,2,8,892.7037715911865,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,nwqsim,MPI,CPU,sync,2,8,540.0099754333496,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,nwqsim,MPI,CPU,sync,2,8,551.0838031768799,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,ibmq,ibm_miami,CPU,sync,1,8,47.046661376953125,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,20,ibmq,ibm_torino,CPU,sync,1,8,63.697099685668945,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,32,qiskitaer,matrix_product_state,CPU,sync,2,8,7493.870496749878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,32,qiskitaer,matrix_product_state,CPU,sync,2,8,7038.232803344727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,32,qiskitaer,matrix_product_state,CPU,sync,2,8,6942.32439994812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,32,qiskitaer,matrix_product_state,CPU,sync,2,8,7493.870496749878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,32,qiskitaer,matrix_product_state,CPU,sync,2,8,7038.232803344727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,32,qiskitaer,matrix_product_state,CPU,sync,2,8,6942.32439994812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,12,nwqsim,MPI,CPU,sync,1,4,625.8566379547119,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,nwqsim,MPI,CPU,sync,1,4,381.62779808044434,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,nwqsim,MPI,CPU,sync,1,4,342.53501892089844,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,nwqsim,MPI,CPU,sync,1,4,625.8566379547119,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,nwqsim,MPI,CPU,sync,1,4,381.62779808044434,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,nwqsim,MPI,CPU,sync,1,4,342.53501892089844,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,qiskitaer,matrix_product_state,CPU,sync,1,4,6929.280757904053,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,qiskitaer,matrix_product_state,CPU,sync,1,4,6007.350921630859,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,qiskitaer,matrix_product_state,CPU,sync,1,4,6136.628150939941,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,qiskitaer,matrix_product_state,CPU,sync,1,4,6929.280757904053,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,qiskitaer,matrix_product_state,CPU,sync,1,4,6007.350921630859,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
ham,12,qiskitaer,matrix_product_state,CPU,sync,1,4,6136.628150939941,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,
