benchmark,size,n_nodes,n_processes,best_backend,sub_backend,best_runtime,n_qubits,depth,width,n_clbits,n_ops,n_gates,n_parameters,n_connected_components,n_measure_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,four_qubit_gates,num_separable_circuits,num_tensor_factors,num_serial_layers,qc_width_total,num_registers,num_cregs,num_ancillas,idle_wires,global_phase,dag_size_ops,dag_edge_count,longest_path_len,num_control_flow_ops,num_barriers,num_distinct_twoq_pairs,touch_min,touch_max,touch_avg,clifford_count,nonclifford_count,measure_fraction,total_gate_params,avg_gate_params,std_gate_params,min_gate_params,max_gate_params,num_controlled_gates,num_unitary_factors,dag_duration,qc_duration,gate_barrier,gate_ccx,gate_cp,gate_cu,gate_cx,gate_cz,gate_h,gate_measure,gate_p,gate_rx,gate_ry,gate_rz,gate_s,gate_swap,gate_u2
ham,16,1,4,nwqsim,MPI,495.5865542093913,16.0,49.0,16.0,16.0,109.0,109.0,0.0,1.0,16.0,79.0,30.0,0.0,0.0,1.0,1.0,109.0,32.0,1.0,1.0,0.0,0.0,0.0,109.0,187.0,51.0,,0.0,15.0,6.0,9.0,8.6875,62.0,47.0,1.0,31.0,0.2844036697247706,0.4511299395649265,0.0,1.0,30.0,1.0,,,0.0,0.0,0.0,0.0,30.0,0.0,32.0,16.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
ham,16,1,8,ibmq,ibm_miami,36.332082748413086,16.0,49.0,16.0,16.0,109.0,109.0,0.0,1.0,16.0,79.0,30.0,0.0,0.0,1.0,1.0,109.0,32.0,1.0,1.0,0.0,0.0,0.0,109.0,187.0,51.0,,0.0,15.0,6.0,9.0,8.6875,62.0,47.0,1.0,31.0,0.2844036697247706,0.4511299395649265,0.0,1.0,30.0,1.0,,,0.0,0.0,0.0,0.0,30.0,0.0,32.0,16.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
ham,16,2,2,nwqsim,MPI,444.2109266916911,16.0,49.0,16.0,16.0,109.0,109.0,0.0,1.0,16.0,79.0,30.0,0.0,0.0,1.0,1.0,109.0,32.0,1.0,1.0,0.0,0.0,0.0,109.0,187.0,51.0,,0.0,15.0,6.0,9.0,8.6875,62.0,47.0,1.0,31.0,0.2844036697247706,0.4511299395649265,0.0,1.0,30.0,1.0,,,0.0,0.0,0.0,0.0,30.0,0.0,32.0,16.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
ham,20,1,8,ibmq,ibm_miami,47.046661376953125,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
ham,20,2,8,nwqsim,MPI,661.2658500671387,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
ham,23,1,8,ibmq,ibm_miami,36.307525634765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,24,1,8,nwqsim,MPI,2636.503934860229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,24,2,8,nwqsim,MPI,1983.192761739095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,28,2,8,qiskitaer,matrix_product_state,7145.556688308716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,30,2,8,qiskitaer,matrix_product_state,7229.847510655721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,30,2,16,qiskitaer,matrix_product_state,7908.5714022318525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,32,2,8,qiskitaer,matrix_product_state,7158.142566680908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,5,1,4,nwqsim,MPI,693.0856789048347,5.0,40.0,5.0,5.0,55.0,55.0,0.0,1.0,5.0,23.0,24.0,8.0,0.0,1.0,1.0,56.0,10.0,3.0,1.0,0.0,0.0,0.0,56.0,115.0,43.0,,1.0,4.0,0.0,63.0,20.0,12.0,44.0,1.0,76.0,1.3818181818181818,1.634746675853747,0.0,4.0,32.0,1.0,,,1.0,8.0,6.0,14.0,4.0,0.0,8.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0
hhl,5,1,8,nwqsim,MPI,469.8035136680119,5.0,40.0,5.0,5.0,55.0,55.0,0.0,1.0,5.0,23.0,24.0,8.0,0.0,1.0,1.0,56.0,10.0,3.0,1.0,0.0,0.0,0.0,56.0,115.0,43.0,,1.0,4.0,0.0,63.0,20.0,12.0,44.0,1.0,76.0,1.3818181818181818,1.634746675853747,0.0,4.0,32.0,1.0,,,1.0,8.0,6.0,14.0,4.0,0.0,8.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0
hhl,7,1,4,nwqsim,MPI,704.616167789532,7.0,119.0,7.0,7.0,150.0,150.0,0.0,1.0,7.0,34.0,84.0,32.0,0.0,1.0,1.0,151.0,14.0,3.0,1.0,0.0,0.0,0.0,151.0,326.0,122.0,,1.0,8.0,0.0,153.0,43.57142857142857,19.0,132.0,1.0,289.0,1.9266666666666667,1.8442583574133231,0.0,4.0,116.0,1.0,,,1.0,32.0,12.0,64.0,8.0,0.0,11.0,7.0,3.0,0.0,8.0,0.0,0.0,0.0,5.0
hhl,7,1,8,nwqsim,MPI,507.6822926688085,7.0,119.0,7.0,7.0,150.0,150.0,0.0,1.0,7.0,34.0,84.0,32.0,0.0,1.0,1.0,151.0,14.0,3.0,1.0,0.0,0.0,0.0,151.0,326.0,122.0,,1.0,8.0,0.0,153.0,43.57142857142857,19.0,132.0,1.0,289.0,1.9266666666666667,1.8442583574133231,0.0,4.0,116.0,1.0,,,1.0,32.0,12.0,64.0,8.0,0.0,11.0,7.0,3.0,0.0,8.0,0.0,0.0,0.0,5.0
hhl,9,1,4,nwqsim,MPI,743.4974044574321,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0
hhl,9,1,8,nwqsim,MPI,768.8433108883651,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0
hhl,9,1,16,nwqsim,MPI,1097.3642253350893,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0
hhl,11,1,4,nwqsim,MPI,1072.9469237735934,11.0,4317.0,11.0,11.0,4378.0,4378.0,0.0,1.0,11.0,72.0,2850.0,1456.0,0.0,1.0,1.0,4379.0,22.0,3.0,1.0,0.0,0.0,0.0,4379.0,10184.0,4320.0,,1.0,19.0,0.0,2581.0,922.818181818182,49.0,4330.0,1.0,9601.0,2.1930105070808588,1.8808686820126337,0.0,4.0,4306.0,1.0,,,1.0,1456.0,574.0,2244.0,32.0,0.0,17.0,11.0,5.0,0.0,32.0,0.0,0.0,0.0,7.0
hhl,11,1,8,nwqsim,MPI,882.4239740012368,11.0,4317.0,11.0,11.0,4378.0,4378.0,0.0,1.0,11.0,72.0,2850.0,1456.0,0.0,1.0,1.0,4379.0,22.0,3.0,1.0,0.0,0.0,0.0,4379.0,10184.0,4320.0,,1.0,19.0,0.0,2581.0,922.818181818182,49.0,4330.0,1.0,9601.0,2.1930105070808588,1.8808686820126337,0.0,4.0,4306.0,1.0,,,1.0,1456.0,574.0,2244.0,32.0,0.0,17.0,11.0,5.0,0.0,32.0,0.0,0.0,0.0,7.0
hhl,11,1,16,qiskitaer,statevector,8844.435844997255,11.0,4317.0,11.0,11.0,4378.0,4378.0,0.0,1.0,11.0,72.0,2850.0,1456.0,0.0,1.0,1.0,4379.0,22.0,3.0,1.0,0.0,0.0,0.0,4379.0,10184.0,4320.0,,1.0,19.0,0.0,2581.0,922.818181818182,49.0,4330.0,1.0,9601.0,2.1930105070808588,1.8808686820126337,0.0,4.0,4306.0,1.0,,,1.0,1456.0,574.0,2244.0,32.0,0.0,17.0,11.0,5.0,0.0,32.0,0.0,0.0,0.0,7.0
hhl,11,2,4,nwqsim,MPI,985.839738001232,11.0,4317.0,11.0,11.0,4378.0,4378.0,0.0,1.0,11.0,72.0,2850.0,1456.0,0.0,1.0,1.0,4379.0,22.0,3.0,1.0,0.0,0.0,0.0,4379.0,10184.0,4320.0,,1.0,19.0,0.0,2581.0,922.818181818182,49.0,4330.0,1.0,9601.0,2.1930105070808588,1.8808686820126337,0.0,4.0,4306.0,1.0,,,1.0,1456.0,574.0,2244.0,32.0,0.0,17.0,11.0,5.0,0.0,32.0,0.0,0.0,0.0,7.0
hhl,13,1,4,nwqsim,MPI,2904.3308118001128,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0
hhl,13,1,8,nwqsim,MPI,2885.559908780528,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0
hhl,13,1,16,qiskitaer,automatic,32630.84852533363,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0
hhl,13,2,4,nwqsim,MPI,2684.227180317976,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0
hhl,13,2,8,nwqsim,MPI,3420.563258327699,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0
hhl,15,1,4,nwqsim,MPI,19889.71389499299,15.0,90955.0,15.0,15.0,91054.0,91054.0,0.0,1.0,15.0,182.0,60728.0,30144.0,0.0,1.0,1.0,91055.0,30.0,3.0,1.0,0.0,0.0,0.0,91055.0,212130.0,90958.0,,1.0,34.0,0.0,44609.0,14139.0,151.0,90904.0,1.0,196305.0,2.1559184659652515,1.8608943479020408,0.0,4.0,90872.0,1.0,,,1.0,30144.0,15416.0,45184.0,128.0,0.0,23.0,15.0,7.0,0.0,128.0,0.0,0.0,0.0,9.0
hhl,15,1,8,nwqsim,MPI,15663.051040000028,15.0,90955.0,15.0,15.0,91054.0,91054.0,0.0,1.0,15.0,182.0,60728.0,30144.0,0.0,1.0,1.0,91055.0,30.0,3.0,1.0,0.0,0.0,0.0,91055.0,212130.0,90958.0,,1.0,34.0,0.0,44609.0,14139.0,151.0,90904.0,1.0,196305.0,2.1559184659652515,1.8608943479020408,0.0,4.0,90872.0,1.0,,,1.0,30144.0,15416.0,45184.0,128.0,0.0,23.0,15.0,7.0,0.0,128.0,0.0,0.0,0.0,9.0
hhl,15,2,8,nwqsim,MPI,14162.62086000006,15.0,90955.0,15.0,15.0,91054.0,91054.0,0.0,1.0,15.0,182.0,60728.0,30144.0,0.0,1.0,1.0,91055.0,30.0,3.0,1.0,0.0,0.0,0.0,91055.0,212130.0,90958.0,,1.0,34.0,0.0,44609.0,14139.0,151.0,90904.0,1.0,196305.0,2.1559184659652515,1.8608943479020408,0.0,4.0,90872.0,1.0,,,1.0,30144.0,15416.0,45184.0,128.0,0.0,23.0,15.0,7.0,0.0,128.0,0.0,0.0,0.0,9.0
hhl,15,2,16,nwqsim,MPI,13917.913908997434,15.0,90955.0,15.0,15.0,91054.0,91054.0,0.0,1.0,15.0,182.0,60728.0,30144.0,0.0,1.0,1.0,91055.0,30.0,3.0,1.0,0.0,0.0,0.0,91055.0,212130.0,90958.0,,1.0,34.0,0.0,44609.0,14139.0,151.0,90904.0,1.0,196305.0,2.1559184659652515,1.8608943479020408,0.0,4.0,90872.0,1.0,,,1.0,30144.0,15416.0,45184.0,128.0,0.0,23.0,15.0,7.0,0.0,128.0,0.0,0.0,0.0,9.0
hhl,17,1,8,nwqsim,MPI,146870.8904406664,17.0,416340.0,17.0,17.0,416461.0,416461.0,0.0,1.0,17.0,317.0,277752.0,138392.0,0.0,1.0,1.0,416462.0,34.0,3.0,1.0,0.0,0.0,0.0,416462.0,971065.0,416343.0,,1.0,43.0,0.0,194439.0,57118.470588235294,282.0,416180.0,1.0,895780.0,2.150933700874752,1.8601601585044825,0.0,4.0,416144.0,1.0,,,1.0,138392.0,71496.0,206000.0,256.0,0.0,26.0,17.0,8.0,0.0,256.0,0.0,0.0,0.0,10.0
hhl,17,1,16,nwqsim,MPI,110066.1897049998,17.0,416340.0,17.0,17.0,416461.0,416461.0,0.0,1.0,17.0,317.0,277752.0,138392.0,0.0,1.0,1.0,416462.0,34.0,3.0,1.0,0.0,0.0,0.0,416462.0,971065.0,416343.0,,1.0,43.0,0.0,194439.0,57118.470588235294,282.0,416180.0,1.0,895780.0,2.150933700874752,1.8601601585044825,0.0,4.0,416144.0,1.0,,,1.0,138392.0,71496.0,206000.0,256.0,0.0,26.0,17.0,8.0,0.0,256.0,0.0,0.0,0.0,10.0
hhl,17,2,8,nwqsim,MPI,109305.01009211082,17.0,416340.0,17.0,17.0,416461.0,416461.0,0.0,1.0,17.0,317.0,277752.0,138392.0,0.0,1.0,1.0,416462.0,34.0,3.0,1.0,0.0,0.0,0.0,416462.0,971065.0,416343.0,,1.0,43.0,0.0,194439.0,57118.470588235294,282.0,416180.0,1.0,895780.0,2.150933700874752,1.8601601585044825,0.0,4.0,416144.0,1.0,,,1.0,138392.0,71496.0,206000.0,256.0,0.0,26.0,17.0,8.0,0.0,256.0,0.0,0.0,0.0,10.0
hhl,17,2,16,nwqsim,MPI,90708.4919300008,17.0,416340.0,17.0,17.0,416461.0,416461.0,0.0,1.0,17.0,317.0,277752.0,138392.0,0.0,1.0,1.0,416462.0,34.0,3.0,1.0,0.0,0.0,0.0,416462.0,971065.0,416343.0,,1.0,43.0,0.0,194439.0,57118.470588235294,282.0,416180.0,1.0,895780.0,2.150933700874752,1.8601601585044825,0.0,4.0,416144.0,1.0,,,1.0,138392.0,71496.0,206000.0,256.0,0.0,26.0,17.0,8.0,0.0,256.0,0.0,0.0,0.0,10.0
hhl,19,1,4,ibmq,ibm_miami,2315978.482333012,19.0,1866845.0,19.0,19.0,1866990.0,1866990.0,0.0,1.0,19.0,580.0,1244986.0,621424.0,0.0,1.0,1.0,1866991.0,38.0,3.0,1.0,0.0,0.0,0.0,1866991.0,4354900.0,1866848.0,,1.0,53.0,0.0,843085.0,229202.26315789475,541.0,1866450.0,1.0,4010489.0,2.148104167670957,1.8597713764551675,0.0,4.0,1866410.0,1.0,,,1.0,621424.0,322650.0,921824.0,512.0,0.0,29.0,19.0,9.0,0.0,512.0,0.0,0.0,0.0,11.0
hhl,20,1,4,ibmq,ibm_miami,12545.660971412352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mermin_bell,4,1,8,ibmq,ibm_miami,35.17618179321289,4.0,18.0,4.0,4.0,29.0,29.0,0.0,1.0,4.0,16.0,13.0,0.0,0.0,1.0,1.0,29.0,8.0,1.0,1.0,0.0,0.0,0.0,29.0,54.0,20.0,,0.0,6.0,9.0,11.0,10.5,24.0,5.0,1.0,1.0,0.0344827586206896,0.1824656076596269,0.0,1.0,12.0,1.0,,,0.0,0.0,0.0,0.0,9.0,3.0,7.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0
mermin_bell,8,1,8,ibmq,ibm_miami,69.49424743652344,8.0,38.0,8.0,8.0,77.0,77.0,0.0,1.0,8.0,32.0,45.0,0.0,0.0,1.0,1.0,77.0,16.0,1.0,1.0,0.0,0.0,0.0,77.0,146.0,40.0,,0.0,28.0,13.0,19.0,15.25,68.0,9.0,1.0,1.0,0.0129870129870129,0.1132181543776798,0.0,1.0,42.0,1.0,,,0.0,0.0,0.0,0.0,21.0,21.0,15.0,8.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0
mermin_bell,9,1,8,ibmq,ibm_miami,32.952117919921875,9.0,43.0,9.0,9.0,91.0,91.0,0.0,1.0,9.0,36.0,55.0,0.0,0.0,1.0,1.0,91.0,18.0,1.0,1.0,0.0,0.0,0.0,91.0,173.0,45.0,,0.0,36.0,14.0,21.0,16.22222222222222,81.0,10.0,1.0,1.0,0.0109890109890109,0.1042509118736828,0.0,1.0,52.0,1.0,,,0.0,0.0,0.0,0.0,24.0,28.0,17.0,9.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0
mermin_bell,15,1,8,ibmq,ibm_torino,44.35372352600098,15.0,73.0,15.0,15.0,199.0,199.0,0.0,1.0,15.0,60.0,139.0,0.0,0.0,1.0,1.0,199.0,30.0,1.0,1.0,0.0,0.0,0.0,199.0,383.0,75.0,,0.0,105.0,20.0,33.0,22.53333333333333,183.0,16.0,1.0,1.0,0.0050251256281407,0.0707097853239713,0.0,1.0,133.0,1.0,,,0.0,0.0,0.0,0.0,42.0,91.0,29.0,15.0,0.0,1.0,0.0,0.0,15.0,6.0,0.0
mermin_bell,16,1,8,ibmq,ibm_torino,44.24285888671875,16.0,78.0,16.0,16.0,221.0,221.0,0.0,1.0,16.0,64.0,157.0,0.0,0.0,1.0,1.0,221.0,32.0,1.0,1.0,0.0,0.0,0.0,221.0,426.0,80.0,,0.0,120.0,21.0,35.0,23.625,204.0,17.0,1.0,1.0,0.004524886877828,0.0671149184352548,0.0,1.0,150.0,1.0,,,0.0,0.0,0.0,0.0,45.0,105.0,31.0,16.0,0.0,1.0,0.0,0.0,16.0,7.0,0.0
mermin_bell,20,1,8,ibmq,ibm_torino,64.69464302062988,20.0,98.0,20.0,20.0,317.0,317.0,0.0,1.0,20.0,80.0,237.0,0.0,0.0,1.0,1.0,317.0,40.0,1.0,1.0,0.0,0.0,0.0,317.0,614.0,100.0,,0.0,190.0,25.0,43.0,27.7,296.0,21.0,1.0,1.0,0.0031545741324921,0.0560769363868491,0.0,1.0,228.0,1.0,,,0.0,0.0,0.0,0.0,57.0,171.0,39.0,20.0,0.0,1.0,0.0,0.0,20.0,9.0,0.0
mermin_bell,23,1,8,ibmq,ibm_miami,64.94331359863281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase_code,4,1,8,ibmq,ibm_torino,45.26042938232422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase_code,9,1,8,ibmq,ibm_torino,56.962013244628906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase_code,15,1,8,ibmq,ibm_torino,49.654483795166016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase_code,16,1,8,ibmq,ibm_torino,56.52999877929688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase_code,20,1,8,ibmq,ibm_torino,54.0306568145752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase_code,23,1,8,ibmq,ibm_torino,52.72006988525391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,4,1,1,nwqsim,MPI,150817.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,4,1,4,nwqsim,MPI,25613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,8,1,1,nwqsim,MPI,189736.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,8,1,4,nwqsim,MPI,24352.166666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,8,1,8,nwqsim,MPI,62546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,8,4,1,nwqsim,MPI,150730.53999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,1,1,nwqsim,MPI,158235.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,1,4,nwqsim,MPI,14916.666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,2,2,nwqsim,MPI,181533.5286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,2,4,nwqsim,MPI,149366.6004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,2,8,nwqsim,MPI,160412.4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,4,1,nwqsim,MPI,155658.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,4,2,nwqsim,MPI,167244.8994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,1,4,nwqsim,MPI,18692.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,1,16,nwqsim,MPI,32801.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,1,32,nwqsim,MPI,38240.333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,2,2,nwqsim,MPI,16821.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,2,4,nwqsim,MPI,19204.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,2,8,nwqsim,MPI,123110.11111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,1,nwqsim,MPI,179859.00866666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,2,nwqsim,MPI,175756.97966666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,4,nwqsim,MPI,181048.09466666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,8,nwqsim,MPI,110783.99016666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,16,nwqsim,MPI,190405.52827272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,2,2,nwqsim,MPI,184967.3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,2,4,nwqsim,MPI,177517.9652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,2,8,nwqsim,MPI,49991.21844444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,4,1,nwqsim,MPI,177192.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
